Aoc_bl,Boc_bl,Aoc_do,Afp_do,boc_do,bfp_do,Ao1_alpha,Ao2_alpha,Bo1_alpha,Bo2_alpha,Aoc_bl2,Boc_bl2
-0.097819263,0.204264971,-4.276303517,1.293720827,1.223166914,-1.937465397,-0.25806206,0.160242797,-0.022792592,0.227057563,-2.382995242,-2.95507722
-0.63295088,-0.100187067,0.16548287,-0.957990524,0.359134988,-1.770449761,-0.264104176,-0.368846704,-0.032103193,-0.068083874,-1.580855767,-5.173266785
-0.125247168,-0.251074205,1.064508977,-0.531368456,0.347689734,-0.114800821,0.004039783,-0.129286952,-0.081889141,-0.169185064,-4.090465949,-3.343039312
0.103619092,0.024527755,-1.394688719,-0.526371851,2.019350103,1.002345718,0.124067735,-0.020448643,-0.012501185,0.03702894,-4.14705255,-6.48417394
0.21003375,-0.2631768,0.024040507,10.32633865,0.029953365,-1.089779865,0.102492216,0.107541534,-0.127646884,-0.135529915,-3.813543491,-3.362108841
0.30402317,-0.192176591,0.123426834,1.016355418,-0.173184812,0.216009583,0.133249276,0.170773893,-0.112729329,-0.079447262,-3.059330601,-3.962276365
-0.452919739,-0.086272471,-0.7645532,4.053738748,0.680144899,2.953822581,-0.399600487,-0.053319252,-0.013797345,-0.072475126,-1.816932722,-5.213422958
-0.758639183,0.00448512,-0.456223818,-1.027833982,32.73951724,0.307514696,-0.552374224,-0.206264959,-0.07117777,0.07566289,-1.056523051,-4.529029133
-0.709360057,0.236499804,-0.036835369,0.014128533,-0.698047452,0.815211105,-0.367744798,-0.341615259,0.200793945,0.035705859,-1.378575342,-3.179820591
-0.070716671,-0.098683925,2.107357922,28.79488191,0.640425959,0.951456807,0.039154333,-0.109871004,-0.017742089,-0.080941836,-4.297340013,-4.981120791
0.539393617,-0.183920865,0.061624844,5.724870104,-0.58580504,5.318468513,0.253076785,0.286316832,-0.145831317,-0.038089548,-1.923976156,-3.784615912
0.383889346,-0.231993629,-0.190993993,0.17056844,0.223766921,7.961234417,0.228604953,0.155284394,-0.090040564,-0.141953064,-2.572119931,-3.566379534
0.129497455,-0.142763916,-0.373746801,0.759103381,0.18413208,-1.151888484,0.088948357,0.040549098,-0.058238249,-0.084525666,-4.650581907,-4.552930553
-0.02987424,-0.255128055,4.026975985,2.708149527,0.456278919,-1.186753494,0.045214304,-0.075088544,-0.069359251,-0.185768804,-4.868794284,-3.236002805
-0.224574085,-0.319307059,-0.743903261,1.347724756,0.381787354,-5.726307138,-0.195817739,-0.028756345,-0.098699831,-0.220607228,-3.239805469,-2.840281769
-0.657018856,0.000992554,0.411096033,0.814136998,-18.28687547,-0.261278839,-0.193460505,-0.46355835,0.009571633,-0.008579079,-1.377083665,-8.708252211
-0.6334467,0.205168476,0.121051779,-2.121254555,-0.957003519,0.779759319,-0.278383425,-0.355063275,0.200757714,0.004410761,-1.591758811,-3.210830408
-0.259142321,0.039017029,-0.226450853,-3.363349039,-4.413421375,0.468071089,-0.158912661,-0.100229661,0.10560781,-0.066590781,-3.343894451,-4.161296133
0.088219346,-0.176072087,0.729569512,-6.52233168,-0.495853537,4.117124936,0.0119286,0.076290746,-0.131689027,-0.04438306,-5.122253782,-3.947036079
0.636341871,0.04055726,0.357577312,-1.259451705,4.950411269,1.319689088,0.204400227,0.431941643,-0.080108928,0.120666188,-1.476862443,-3.864292011
0.285540086,-0.329176571,-0.825564393,0.538019533,-0.40077807,-0.664099641,0.260635907,0.024904179,-0.230551661,-0.09862491,-2.680172997,-2.766512161
0.399893095,-0.205615167,-0.115962026,1.443543785,0.342427884,2.60460152,0.223132754,0.176760341,-0.0676034,-0.138011767,-2.512905661,-3.745768689
0.279487129,-0.487748758,-0.844400823,0.137903126,-0.239805672,-0.139322188,0.257743145,0.021743984,-0.302356838,-0.18539192,-2.704491593,-2.073142847
0.660095429,0.038246385,-0.058051669,-0.168398563,3.72132006,0.295546566,0.349207535,0.310887894,-0.052040327,0.090286713,-1.520524581,-4.522679448
0.656540609,0.367706245,0.277825632,-0.028580536,-0.331578379,1.91963242,0.2370684,0.419472209,0.244814843,0.122891402,-1.460335553,-2.58977923
0.289214837,0.227566748,-0.262988937,-0.448504112,0.083916452,-2.370446748,0.18263757,0.106577267,0.104235077,0.123331671,-3.107441883,-3.646753257
0.321827224,0.18010988,0.34466758,-0.239958646,-0.474670199,0.36392883,0.105451907,0.216375318,0.132801336,0.047308544,-2.8483752,-3.918328185
-0.369590363,0.040338813,-0.257014399,-1.235858139,-1.688648521,-2.002694405,-0.232290204,-0.137300159,0.054228445,-0.013889632,-2.619900973,-5.76555805
-0.777569682,0.019192999,0.08643178,-0.007967263,2.055429347,1.921923928,-0.355181475,-0.422388207,-0.010128427,0.029321427,-1.188868526,-6.946151984
-0.910081863,-0.058127058,0.515223166,-0.131662653,4.63584677,5.008454018,-0.220593302,-0.68948856,0.105670538,-0.163797596,-0.646156959,-3.270276618
-1.049946864,-0.367896678,0.42691455,0.720356652,-0.501292404,-1.145272557,-0.300854636,-0.749092229,-0.276160244,-0.091736434,-0.42824356,-2.4688752
-0.607983641,-0.354111788,0.02952518,5.283347234,-0.91497068,-7.996998195,-0.295016407,-0.312967233,-0.339056846,-0.015054942,-1.687490432,-2.161205362
-0.54174386,0.280239812,0.42023663,-0.738144077,0.40553766,-1.13864359,-0.157041623,-0.384702237,0.083296007,0.196943805,-1.756443199,-3.085108184
0.241323735,0.587286767,0.519867454,1.361075974,-0.091445154,0.971247175,0.05793369,0.183390046,0.320495648,0.266791119,-3.297155762,-1.749303832
0.593390533,0.301969211,0.462381857,6.406310872,-0.081780029,3.243040297,0.159508758,0.433881774,0.163332131,0.13863708,-1.543198784,-3.08134191
0.398026916,0.049969502,0.417161308,0.844539289,1.303175865,1.578639544,0.115992744,0.282034172,-0.007574773,0.057544276,-2.375181691,-5.693222179
0.322342239,0.076760894,0.643117842,-0.651417478,2.805233119,3.03003004,0.057519097,0.264823142,-0.069285654,0.146046548,-2.61129003,-3.644667523
0.309147538,0.597191017,0.68791087,-0.519311581,0.03698819,3.41787599,0.048240793,0.260906745,0.287551001,0.309640016,-2.653569063,-1.722816499
0.244906264,0.336484669,0.35423502,0.64889486,0.352074027,-0.729356031,0.079075944,0.165830319,0.109008578,0.227476091,-3.388694871,-2.75469785
0.128508655,0.100587586,-0.579256875,-2.942241915,-1.176560716,0.462816574,0.101474089,0.027034567,0.109467494,-0.008879908,-4.507330622,-4.417696505
0.215439898,0.218019972,0.494864789,8.752495521,0.372222313,1.750663523,0.054413139,0.161026759,0.068434037,0.149585935,-3.544245684,-3.609729351
-0.130937934,0.008421389,0.186931444,-0.320723359,4.58404547,-2.630146273,-0.053230758,-0.077707176,-0.015091321,0.023512711,-4.724864185,-7.1554534
-0.070287047,-0.112964481,-4.040920584,0.640468472,-0.317005256,0.276180559,-0.177155712,0.106868664,-0.074387408,-0.038577074,-3.151099017,-4.958753194
-0.060669652,-0.48635065,-0.516011187,0.962564325,0.093394657,-0.916687134,-0.045987936,-0.014681717,-0.220464049,-0.265886601,-6.06169688,-2.126113266
0.229692839,-0.451764617,-0.978736785,-19.18220913,0.504718106,1.412612937,0.227250835,0.002442004,-0.111875418,-0.339889199,-2.963286279,-2.055406497
0.307592814,-0.537278677,-1.695406143,-0.346887096,-0.019613569,0.410264365,0.414543781,-0.106950966,-0.273908315,-0.263370362,-1.696712658,-1.935239298
0.41166338,-0.643258238,-0.742802663,0.330590426,-0.157654038,-0.345906079,0.358724018,0.052939363,-0.372335248,-0.27092299,-2.028858722,-1.551014283
-0.070323898,-0.460677784,1.387559329,-3.302504259,-0.150809618,-0.865046737,0.013627341,-0.083951239,-0.265076212,-0.195601572,-4.929030197,-2.220771279
-0.133346142,-0.085880164,-0.022700233,-2.039913814,1.430838283,-1.670342909,-0.068186565,-0.065159577,0.018500231,-0.104380395,-4.722245937,-4.48849662
-0.005584748,0.034107748,-53.16605571,4.529279936,-0.848550041,0.55731316,-0.151251897,0.145667148,0.031524939,0.002582808,-3.121384971,-6.907262713
0.268065165,-0.107628275,0.671876081,-0.714675568,-0.078089717,-0.126236965,0.043979296,0.224085869,-0.058016468,-0.049611807,-2.953656889,-5.145211476
0.024368881,-0.06195684,0.173729209,0.617663888,1.697629361,-0.902228064,0.010067647,0.014301234,0.021611455,-0.083568296,-8.092308518,-4.899445273
-0.02986634,0.022099481,2.949156846,-1.014122954,8.819298982,-3.467403615,0.02910709,-0.05897343,-0.086401226,0.108500707,-5.443322758,-3.950889875
0.065657326,-0.056095989,-0.652946263,-0.058464863,-1.531624611,-196.2593174,0.054264016,0.01139331,-0.071006993,0.014911004,-5.784648477,-5.246801196
-0.092183134,0.546775267,1.177413866,-2.159306414,-0.256258351,-1.902596435,0.008177283,-0.100360417,0.343445498,0.20332977,-4.591357889,-1.83697984
-0.626497907,0.120340885,-0.0843156,0.239065749,0.110560634,-0.102717239,-0.339660727,-0.28683718,0.05351796,0.066822925,-1.6212829,-4.915851336
-0.925361784,0.046129755,-0.096763989,-9.775950945,3.468301917,-0.262996243,-0.507451741,-0.417910043,-0.056931081,0.103060836,-0.838968475,-4.278554652
-0.690395804,0.006333402,0.051264889,-1.876780633,5.3508745,0.637703544,-0.32750137,-0.362894434,-0.013777919,0.020111322,-1.431502972,-7.428132518
-0.242139082,-0.454556423,-0.149534991,-0.301087929,-0.157241443,0.16018796,-0.139173674,-0.102965408,-0.263015766,-0.191540658,-3.507518803,-2.245589481
0.368545592,-0.30340132,0.131198068,0.783570652,-0.657785484,2.73809447,0.160096561,0.208449031,-0.251487152,-0.051914168,-2.672462417,-2.718996873
0.16213973,-0.282621029,-0.272677179,-0.103225358,0.453820015,0.017193471,0.103175767,0.058963963,-0.077180975,-0.205440054,-4.260022274,-3.033174183
0.387569841,-0.587460466,0.086742992,-1.522731653,-0.280049294,0.327803922,0.176975436,0.210594404,-0.375989177,-0.211471288,-2.581369426,-1.681535775
0.192970671,-0.856920035,-0.269758758,3.908853282,-0.082030797,0.732906533,0.122513099,0.070457571,-0.463606935,-0.393313101,-3.913337426,-0.995262012
0.245015167,-0.542697178,-0.600907555,0.008237229,-0.196691175,-0.22833524,0.196123316,0.048891851,-0.324720462,-0.217976716,-3.197731739,-1.877596958
0.312839071,-0.354382931,-0.058158902,-0.300460516,0.133642324,-1.28799299,0.165516724,0.147322347,-0.153511186,-0.200871745,-3.013903169,-2.75019898
0.050693811,0.168156766,3.421210818,0.736215709,-1.798463799,61.55222331,-0.061370201,0.112064012,0.235290311,-0.067133545,-4.115079383,-2.815605738
-0.181321649,0.513660614,-0.977651448,-0.65628989,-0.376860761,1.445071968,-0.179295511,-0.002026138,0.353619572,0.160041042,-3.437312177,-1.892730055
-0.5962104,0.36658805,-0.505656314,0.429808791,-0.604611677,-0.988044618,-0.448843977,-0.147366423,0.294115733,0.072472317,-1.499786614,-2.388619117
-0.524008413,0.177058354,-0.556727959,0.851370798,-0.068025132,-5.905519893,-0.407869273,-0.116139139,0.094551386,0.082506968,-1.71565633,-4.151082275
-0.686838419,0.271662969,0.141192938,6.708450193,-0.502980995,0.942674362,-0.294930842,-0.391907577,0.20415214,0.067510829,-1.424720268,-3.074000712
-0.408779508,0.644777963,0.104143983,-0.794233898,-0.117607581,83.32645566,-0.183103791,-0.225675717,0.36030437,0.284473593,-2.471518345,-1.557108949
-0.050116212,0.35560236,0.682954899,-1.283024872,-0.01496646,-2.533956101,-0.00794455,-0.042171662,0.180462234,0.175140126,-6.297139539,-2.760807489
0.526594197,0.124141368,-0.541710387,-0.342978685,-0.6357164,-0.595181587,0.405927872,0.120666325,0.101530036,0.022611332,-1.718484104,-4.526394077
0.824738124,0.130530245,-0.205346933,-1.788064337,0.167817138,2.235554739,0.497047784,0.32769034,0.054312516,0.076217729,-1.03722337,-4.737674495
0.828516321,-0.176837101,0.030743677,17.00146779,-0.686388149,2.29009513,0.401522341,0.426993979,-0.149107996,-0.027729105,-1.06843994,-3.772169862
0.398970019,-0.193224161,0.253638865,3.658681093,0.119887066,0.54964189,0.148887858,0.250082161,-0.085029542,-0.10819462,-2.468537183,-3.966685196
-0.206285331,0.169190674,-0.333105901,-0.70488729,-0.776597567,0.149713453,-0.137500096,-0.068785235,0.15029187,0.018898804,-3.744913017,-3.774663467
-0.418683443,0.101849091,-0.155713266,6.416428132,-3.815416696,-2.197497719,-0.241939005,-0.176744439,0.245222906,-0.143373815,-2.410470142,-2.517136602
-0.235721847,0.473452854,-1.001496424,0.305285782,-1.160565116,0.168244695,-0.235898217,0.00017637,0.51146286,-0.038010006,-2.88870914,-1.335452901
-0.265017421,0.300264902,0.359515118,4.246304397,-0.220300305,0.261162252,-0.084869826,-0.180147595,0.183206676,0.117058226,-3.227511927,-3.051936254
-0.153756894,-0.216071935,1.280738737,-1.019954127,-1.39723723,0.981105974,0.021582758,-0.175339652,-0.258987844,0.042915909,-3.467022844,-2.674859966
0.250099166,-0.050509756,-1.1350045,6.323426149,-8.554305483,0.296865102,0.266981422,-0.016882256,-0.241292819,0.190783063,-2.637161862,-2.357882166
0.572462946,0.01911402,-0.263815357,-3.718972765,20.62442653,0.882451118,0.361743731,0.210719215,-0.187550837,0.206664856,-1.741478334,-2.552513179
0.55769676,0.151122601,0.450973777,0.160355321,0.55173703,0.540025337,0.153095073,0.404601687,0.033871333,0.117251268,-1.675894931,-4.206721164
0.561811844,0.10032074,0.037485144,0.199877794,0.840783063,-8.356406638,0.270376123,0.291435721,0.00798638,0.09233436,-1.844919594,-4.757224499
0.13691956,0.040126493,-0.225851882,-1.089242422,-2.535058204,4.707648025,0.08392155,0.05299801,0.070924744,-0.030798251,-4.620119811,-5.119526764
-0.470343522,-0.150963425,0.365365425,-1.228029023,0.982912151,-3.267467718,-0.14924813,-0.321095391,-0.00128982,-0.149673605,-2.07642805,-3.798522382
-0.137987448,-0.322470917,3.375588937,0.747092949,0.052224124,-0.047076,0.163900728,-0.301888176,-0.152815078,-0.169655839,-2.137071335,-2.953908185
0.203904881,-0.096424554,-1.775968391,0.346616179,2.477221701,-0.006219086,0.283016752,-0.079111871,0.071220222,-0.167644776,-2.44926344,-3.405895668
0.483890915,0.304528775,0.10082705,0.72588312,-0.449950527,-0.521628234,0.217550811,0.266340104,0.220775829,0.083752946,-2.134823972,-2.886760877
0.327733967,0.147245297,0.741075247,0.20766814,0.378624887,-0.529856701,0.042429218,0.285304749,0.045747282,0.101498016,-2.486519488,-4.390489468
-0.10634852,0.520634264,-0.186883259,-0.770598469,0.089266321,-0.161587395,-0.063111639,-0.043236881,0.23707958,0.283554685,-5.140885193,-1.990625229
-0.746043059,0.085280914,-0.415146214,0.97872248,0.845513926,-0.330791911,-0.527880005,-0.218163054,0.006587357,0.078693557,-1.120083909,-5.077405224
-1.263715684,-0.449989286,-0.191947061,-0.362509537,-0.42435983,-0.634447642,-0.753141098,-0.510574586,-0.320473332,-0.129515955,-0.188853337,-2.124626884
-0.955485872,-0.636771663,-0.021912942,-0.676970976,-0.253129132,-0.916816668,-0.488211689,-0.467274183,-0.398978561,-0.237793102,-0.783737722,-1.533730197
-0.236031946,-0.329536603,0.197722451,1.264549633,-0.00971209,-2.092153137,-0.094681566,-0.141350381,-0.166368546,-0.163168057,-3.542374076,-2.913188551
-0.005236076,-0.127594247,-26.899033,1.189996736,1.695357186,35.34975355,-0.073040726,0.06780465,0.044361788,-0.171956036,-4.611951295,-3.456598689
0.443745664,0.042395204,-0.178679388,-4.478701601,-4.257187885,-6.613311536,0.261516934,0.18222873,0.111439775,-0.069044572,-2.286727325,-4.063661555
0.142851531,-0.406387173,1.212259014,29.33489219,-0.064496383,0.607671228,-0.015160763,0.158012293,-0.216298838,-0.190088335,-3.681001227,-2.489893914
0.072624595,-0.570410566,-2.744511659,0.059749129,-0.072400271,-1.947639375,0.135971822,-0.063347227,-0.305854223,-0.264556343,-3.794186305,-1.810716843
-0.447479317,-0.191531992,-0.208819243,-18.71269806,-0.867198151,0.735305641,-0.270460804,-0.177018512,-0.178814091,-0.012717901,-2.258715583,-3.437771412
-0.646659496,0.26802538,-0.038761559,-0.453656243,0.456815257,1.670444306,-0.335862513,-0.310796983,0.072793649,0.195231732,-1.563516658,-3.136965377
-0.693140511,0.477537441,0.006289186,-0.547414769,-0.634200248,5.241487895,-0.344390611,-0.348749901,0.390195902,0.087341539,-1.426152712,-1.833323072
-0.217875238,0.559282167,0.2226285,-1.60519669,-0.698358621,-1.202045857,-0.084685,-0.133190237,0.474930845,0.084351322,-3.692438235,-1.458114999
-0.101180553,0.236956469,2.32020128,-0.763973126,-1.552804491,0.893179288,0.066789348,-0.167969901,0.302451769,-0.0654953,-3.421154058,-2.34584018
-0.224053079,-0.166906805,0.241610824,-0.365483625,0.06704747,1.595622281,-0.084959715,-0.139093364,-0.077858063,-0.089048742,-3.628156313,-4.269301248
0.409822235,-0.017965556,-0.541722983,0.093115571,-2.020001503,8.715821044,0.31591618,0.093906056,-0.027128003,0.009162447,-2.219887023,-7.106353832
0.633883518,0.122846923,-0.612837021,-0.399418052,1.464609441,0.896192851,0.511175402,0.122708116,-0.02853792,0.151384843,-1.286059695,-3.740940051
0.60512012,0.000408783,-0.194139271,-0.451269685,345.0262522,-0.811496533,0.36129885,0.243821271,-0.070316025,0.070724808,-1.660806627,-4.610550459
0.610736968,0.574895461,0.101231808,-0.630157437,-0.292543796,-0.472386685,0.27445548,0.336281488,0.371538781,0.20335668,-1.669129268,-1.718165171
0.72890563,0.526837517,0.329293879,1.373451884,-0.379284543,-1.3777754,0.244440734,0.484464896,0.363329422,0.163508095,-1.222620571,-1.840467691
0.331555274,0.023869803,1.043024665,0.462917537,-5.185447253,1.045056408,-0.007132527,0.338687801,0.073822705,-0.049952901,-2.164909679,-4.835201895
-0.321898258,-0.056176372,-0.398295858,0.018612643,-1.01828354,0.175739906,-0.2250545,-0.096843758,-0.056689924,0.000513551,-2.812940135,-5.74023553
-0.542551728,-0.391015167,-0.126583518,1.145821584,0.385127473,2.009329103,-0.305614917,-0.236936811,-0.120212242,-0.270802925,-1.900194506,-2.432862273
-0.490436372,-0.089860711,0.191273361,1.465116456,-2.199586795,0.485860468,-0.198314479,-0.292121893,-0.143758571,0.053897861,-2.082134501,-3.747716659
0.203362014,0.001599558,-1.131204043,-0.061389735,64.13586125,0.327328429,0.216702974,-0.013340959,-0.050494745,0.052094303,-3.054672414,-5.246952299
0.325006526,0.173574268,-0.37272619,-0.270511006,1.144092165,1.398013182,0.223072485,0.101934041,-0.012505346,0.186079615,-2.810882543,-3.358655077
-0.039954342,-0.122419643,-0.156988408,-0.284279367,2.448244861,55.92740885,-0.023113355,-0.016840987,0.08864681,-0.211066453,-7.108836485,-2.948709299
-0.639527588,-0.316392654,-0.078899822,0.574611553,1.082457912,0.139702153,-0.3449931,-0.294534488,0.013044539,-0.329437193,-1.580992333,-2.219172462
-0.359106569,-0.439154295,0.156051844,2.278368036,0.307415967,-1.053164561,-0.151533663,-0.207572906,-0.152075626,-0.287078669,-2.717358959,-2.248654278
-0.116879726,-0.278738121,2.450611803,0.10661943,0.191701552,-0.085917579,0.084773555,-0.201653282,-0.112651795,-0.166086326,-3.039671587,-3.212022004
-0.010605965,0.16597677,34.95645144,1.441709376,0.611567775,-0.251843546,0.180070468,-0.190676433,0.032235363,0.133741407,-2.676800468,-3.967224841
0.486721713,0.277539135,-0.247681991,1.211905991,0.916316129,-0.782214957,0.303636958,0.183084755,0.011612775,0.26592636,-2.073734421,-2.64716652
0.213832635,0.243072949,0.041660868,7.595809994,0.846224901,-0.438489699,0.102462091,0.111370544,0.018689283,0.224383666,-3.776536356,-2.981882256
-0.169389156,0.386611809,-0.002042679,2.053340154,-0.395552073,-0.23207299,-0.084867582,-0.084521574,0.269768456,0.116843353,-4.244256028,-2.448450653
0.011323465,0.465778605,7.298754468,0.040115084,-0.391626794,0.156625789,-0.035661863,0.046985328,0.324094993,0.141683612,-5.660898426,-2.078547457
0.21707237,0.21011328,0.238907087,-2.480642901,0.354756522,0.378671601,0.082606121,0.134466248,0.067787112,0.142326168,-3.692688973,-3.694823858
-0.207225643,0.240913465,-0.627991431,-0.2844909,-0.06668773,-0.800390272,-0.168680786,-0.038544857,0.128489719,0.112423746,-3.508596187,-3.535344739
-0.300306689,-0.268078704,0.050672611,-0.190297884,0.386628407,-0.751873839,-0.142544683,-0.157762007,-0.082215931,-0.185862773,-3.096484816,-3.186785527
-0.10971913,-0.260564967,1.533605485,-1.109453487,-0.268297423,-0.112335957,0.029273365,-0.138992495,-0.165236938,-0.095328029,-3.903269252,-3.313442612
-0.06861054,-0.532096286,0.562907197,-0.455201212,0.191144681,-2.256403773,-0.014994587,-0.053615953,-0.215194455,-0.31690183,-5.776511867,-1.919124153
-0.187298947,-0.361244041,1.614295488,0.072521115,0.740870886,2.014635991,0.057528449,-0.244827396,-0.046804424,-0.314439617,-2.76066053,-2.292011918
-0.244592467,-0.086673425,0.3284509,-0.227233278,2.805003019,1.506441235,-0.082127926,-0.162464541,0.078222897,-0.164896321,-3.407022614,-3.401909083
-0.15243434,-0.149407293,-0.752806057,-0.238376327,0.469250795,-0.209837564,-0.133593917,-0.018840423,-0.039648901,-0.109758392,-4.006207531,-4.296293807
-0.212556194,-0.107926078,0.06711132,0.745502438,0.694350689,0.687651913,-0.099145634,-0.11341056,-0.016493766,-0.091432313,-3.785751132,-4.752289236
0.402123028,-0.255907562,0.181311301,-0.255027499,-0.275631034,-0.514305311,0.164606789,0.237516239,-0.163221814,-0.092685748,-2.482796572,-3.345800283
0.378089879,-0.163744902,0.426171393,-2.076770867,0.535218703,-1.182851713,0.108479394,0.269610485,-0.038052784,-0.125692118,-2.471505734,-4.060144731
-0.012518765,-0.353508255,-21.71414937,-2.998422388,0.335621009,0.23252307,-0.142176545,0.12965778,-0.117431729,-0.236076526,-3.296153549,-2.666107181
-0.07571554,-0.091813367,-3.289015525,2.443329378,3.187568205,2.000212978,-0.162372563,0.086657023,0.100424001,-0.192237368,-3.385098988,-3.056753032
0.10606143,0.091217005,-0.437373981,-0.207636883,0.940040954,-0.835540899,0.07622497,0.02983646,0.002734642,0.088482363,-5.005579047,-4.848949342
0.264813874,0.313483652,-1.959289831,-1.082960047,0.198291571,-0.37162438,0.391830503,-0.127016628,0.125661243,0.187822409,-1.773933106,-2.9745971
0.175412033,0.022648122,-1.894877887,13.75255669,1.206883433,-0.217335923,0.253898208,-0.078486175,-0.002342761,0.024990883,-2.650379875,-7.369738729
0.185958356,0.104932368,-1.887733449,-0.073490764,0.733721641,-0.106404129,0.268499083,-0.082540727,0.013970609,0.090961759,-2.539514116,-4.771316922
0.094012911,0.135705986,-0.513699968,0.219096916,-0.390725909,4.374126443,0.07115367,0.022859241,0.094364915,0.041341071,-5.187601079,-4.545598223
0.015952346,-0.024941452,-11.15400373,-0.160429961,-0.436355089,0.03652786,0.096942438,-0.080990092,-0.017912391,-0.007029061,-4.137843186,-7.901301195
0.041599425,0.258058927,5.945386739,0.113851398,0.63309281,-0.161550004,-0.102862623,0.144462048,0.047341838,0.210717089,-3.45935622,-3.065233675
-0.018574665,0.167777848,-21.95357985,2.981785152,0.044147621,2.259071393,-0.213177526,0.194602861,0.080185428,0.08759242,-2.485127501,-4.261429081
0.210222553,-0.030774846,0.536511032,-1.601722423,3.734127767,-0.571249347,0.048717917,0.161504636,0.04207118,-0.072846026,-3.55935468,-4.950971921
0.51607457,-0.182477848,0.280150747,1.551165636,-0.135418657,-0.845177014,0.185747947,0.330326623,-0.103594376,-0.078883471,-1.940598438,-4.077228076
0.168580178,-0.343867095,0.331870853,2.506793248,0.088231559,0.127269979,0.056316665,0.112263513,-0.156763583,-0.187103513,-4.149350225,-2.820392613
0.038859943,-0.139482276,-6.363427919,-3.349317048,-0.354976465,-13.06407601,0.143071196,-0.104211253,-0.094497601,-0.044984675,-3.463199844,-4.514103769
0.064279631,-0.449249682,-2.384281367,1.476364865,-0.301204097,-1.842425131,0.108770179,-0.044490548,-0.292282763,-0.156966919,-4.282336198,-2.206658491
0.24521627,-0.136540852,-0.028458143,0.787498458,-0.272770171,-7.425995759,0.126097335,0.119118935,-0.086892562,-0.04964829,-3.503567085,-4.603644354
-0.232720304,-0.128512702,-0.563896477,0.49729215,-0.207102823,235.1547356,-0.181975232,-0.050745072,-0.077564023,-0.050948679,-3.332883415,-4.75460502
-0.005755941,0.255664752,-58.91454507,1.742085026,0.404408606,-0.832553064,-0.172432296,0.166676355,0.076135863,0.179528889,-2.855728552,-3.26945118
0.215623701,0.332440267,-1.646889403,-19.06988867,-0.287796491,-0.521082581,0.285366045,-0.069742344,0.214057705,0.118382562,-2.449951473,-2.816162301
-0.285151238,0.165605599,-0.618204576,0.313891661,-2.01541545,-0.404528808,-0.230716519,-0.054434719,0.249684841,-0.084079242,-2.878958625,-2.66769784
-0.332973234,0.241248312,0.011307059,-5.8853721,-0.591204869,-20.95961205,-0.164604143,-0.168369091,0.191937744,0.049310568,-2.892405679,-3.237252913
-0.307417709,-0.10275237,0.3951863,-1.102312085,1.466135504,-1.659175342,-0.092965221,-0.214452488,0.023948264,-0.126700634,-2.90712813,-4.096753267
0.012515406,-0.31127511,3.228127563,-0.491662592,0.088228036,-0.960128866,-0.013942961,0.026458367,-0.141905959,-0.169369151,-7.019300072,-3.019549451
0.109911817,-0.301991684,2.166653088,-1.183418964,0.881480542,-1.196516332,-0.06411448,0.174026297,-0.017895945,-0.284095739,-3.369820271,-2.512927755
-0.317165843,-0.259094658,-0.501850192,0.718640867,-1.386410952,-0.32983161,-0.238167791,-0.078998052,-0.309153165,0.050058507,-2.765182795,-2.321956173
-0.034195489,0.150579188,-4.835611567,-3.793835978,2.695862294,1.831893143,-0.099775795,0.065580306,-0.127680784,0.278259972,-4.250578404,-2.367326361
0.07457335,0.335675627,1.197715565,0.791102704,0.983865024,-8.195505683,-0.007372156,0.081945506,0.002708059,0.332967568,-4.99534065,-2.199354227
-0.110834917,0.238998813,-0.488756772,0.481242711,-0.309961376,-0.794283821,-0.082503117,-0.0283318,0.156539607,0.082459206,-4.878363696,-3.464003987
0.271604272,0.146790378,0.236714026,0.206381646,-1.46443943,-0.516092167,0.103655866,0.167948407,0.180877998,-0.03408762,-3.24544555,-3.384965355
